! E [eV]              E_{s} [eV]          \lambda_{s} [nm]    W_{ff} [1/eV]       W_{bf} [1/eV]       P_{s}^{ff} [Arb.]   P_{s}^{bf} [Arb.]   P_{s}^{el} [Arb.]   P_{s} [Arb.]      
  2.000000000E+003,   7.000000000E+003,   1.771202654E-001,   0.000000000E+000,   2.929967055E-008,   1.073364103E-012,   2.138153891E-008,   0.000000000E+000,   2.138261227E-008
  1.999799990E+003,   7.000200010E+003,   1.771152047E-001,   0.000000000E+000,   2.931783084E-008,   8.305631700E-013,   2.423732705E-008,   0.000000000E+000,   2.423815761E-008
  1.999599980E+003,   7.000400020E+003,   1.771101443E-001,   0.000000000E+000,   2.933600421E-008,   5.877622368E-013,   2.709311519E-008,   0.000000000E+000,   2.709370295E-008
  1.999399970E+003,   7.000600030E+003,   1.771050842E-001,   0.000000000E+000,   2.935419067E-008,   6.068791885E-013,   2.858205727E-008,   0.000000000E+000,   2.858266415E-008
  1.999199960E+003,   7.000800040E+003,   1.771000244E-001,   0.000000000E+000,   2.937239023E-008,   8.331139781E-013,   2.899013311E-008,   0.000000000E+000,   2.899096623E-008
  1.998999950E+003,   7.001000050E+003,   1.770949649E-001,   0.000000000E+000,   2.939060291E-008,   1.005560520E-012,   2.935439218E-008,   0.000000000E+000,   2.935539774E-008
  1.998799940E+003,   7.001200060E+003,   1.770899056E-001,   0.000000000E+000,   2.940882870E-008,   7.714196165E-013,   2.938743853E-008,   0.000000000E+000,   2.938820995E-008
  1.998599930E+003,   7.001400070E+003,   1.770848467E-001,   0.000000000E+000,   2.942706763E-008,   5.372787132E-013,   2.942048489E-008,   0.000000000E+000,   2.942102217E-008
  1.998399920E+003,   7.001600080E+003,   1.770797880E-001,   0.000000000E+000,   2.944531970E-008,   6.081331240E-013,   2.944320905E-008,   0.000000000E+000,   2.944381719E-008
  1.998199910E+003,   7.001800090E+003,   1.770747296E-001,   0.000000000E+000,   2.946358493E-008,   8.256676172E-013,   2.946096901E-008,   0.000000000E+000,   2.946179468E-008
  1.997999900E+003,   7.002000100E+003,   1.770696715E-001,   0.000000000E+000,   2.948186332E-008,   9.396909303E-013,   2.947897247E-008,   0.000000000E+000,   2.947991216E-008
  1.997799890E+003,   7.002200110E+003,   1.770646137E-001,   0.000000000E+000,   2.950015488E-008,   7.142473273E-013,   2.949777449E-008,   0.000000000E+000,   2.949848874E-008
  1.997599880E+003,   7.002400120E+003,   1.770595562E-001,   0.000000000E+000,   2.951845964E-008,   4.888037244E-013,   2.951657651E-008,   0.000000000E+000,   2.951706531E-008
